forecaster_id,target_year,target_quarter,forecast_year,forecast_quarter,ens_fc
7,2007,4,2007,2,2
8,2007,4,2007,2,2.2
10,2007,4,2007,2,2.42459776012919
11,2007,4,2007,2,1.9
15,2007,4,2007,2,2.25
16,2007,4,2007,2,2
19,2007,4,2007,2,1.5
20,2007,4,2007,2,2.4
22,2007,4,2007,2,2.1
23,2007,4,2007,2,1.6
24,2007,4,2007,2,1.8
26,2007,4,2007,2,2
30,2007,4,2007,2,2.1
31,2007,4,2007,2,2.4
33,2007,4,2007,2,2.6
36,2007,4,2007,2,2.7
37,2007,4,2007,2,2.1
38,2007,4,2007,2,2
39,2007,4,2007,2,2.1
41,2007,4,2007,2,2.1
42,2007,4,2007,2,2.1
47,2007,4,2007,2,1.7
48,2007,4,2007,2,2.4
52,2007,4,2007,2,1.8
54,2007,4,2007,2,2.3
56,2007,4,2007,2,1.9
59,2007,4,2007,2,2.1
60,2007,4,2007,2,2.2
61,2007,4,2007,2,1.8
62,2007,4,2007,2,2.1
68,2007,4,2007,2,2.1
70,2007,4,2007,2,2.6
72,2007,4,2007,2,2.5
73,2007,4,2007,2,2.75
80,2007,4,2007,2,2.1
82,2007,4,2007,2,1.7
88,2007,4,2007,2,2.9
90,2007,4,2007,2,2.1
92,2007,4,2007,2,2.2
93,2007,4,2007,2,1.9
94,2007,4,2007,2,2.3
95,2007,4,2007,2,1.9
96,2007,4,2007,2,2.2
97,2007,4,2007,2,2.2
98,2007,4,2007,2,1.9
99,2007,4,2007,2,2.3
100,2007,4,2007,2,2.2
1,2008,,2007,2,2.4
2,2008,,2007,2,2.8
3,2008,,2007,2,2.4
4,2008,,2007,2,2.4
5,2008,,2007,2,2
7,2008,,2007,2,2.3
8,2008,,2007,2,2.4
10,2008,,2007,2,2.31537388701642
11,2008,,2007,2,2.2
15,2008,,2007,2,2.25
16,2008,,2007,2,2.1
19,2008,,2007,2,2.1
20,2008,,2007,2,2.6
22,2008,,2007,2,2.2
23,2008,,2007,2,1.8
24,2008,,2007,2,1.9
26,2008,,2007,2,2.2
30,2008,,2007,2,2.4
31,2008,,2007,2,2.4
33,2008,,2007,2,2.5
36,2008,,2007,2,2.5
37,2008,,2007,2,2.3
38,2008,,2007,2,2.2
39,2008,,2007,2,2.4
41,2008,,2007,2,2.3
42,2008,,2007,2,2.3
47,2008,,2007,2,2.1
48,2008,,2007,2,2.7
52,2008,,2007,2,1.7
54,2008,,2007,2,2.2
56,2008,,2007,2,2.2
59,2008,,2007,2,2.1
60,2008,,2007,2,2.3
61,2008,,2007,2,2
62,2008,,2007,2,2.3
68,2008,,2007,2,2.2
70,2008,,2007,2,2.5
72,2008,,2007,2,2.1
73,2008,,2007,2,2
80,2008,,2007,2,2.3
82,2008,,2007,2,1.9
88,2008,,2007,2,2.1
90,2008,,2007,2,2.2
92,2008,,2007,2,2.5
93,2008,,2007,2,2.4
94,2008,,2007,2,2.3
95,2008,,2007,2,2.1
96,2008,,2007,2,2.2
97,2008,,2007,2,2.5
98,2008,,2007,2,2.3
99,2008,,2007,2,2.5
100,2008,,2007,2,2.2
3,2007,,2007,3,2.6
4,2007,,2007,3,2.7
7,2007,,2007,3,2.9
8,2007,,2007,3,2.9
9,2007,,2007,3,2.25
10,2007,,2007,3,2.8
11,2007,,2007,3,2.7
14,2007,,2007,3,2.9
15,2007,,2007,3,2.6
16,2007,,2007,3,2.7
18,2007,,2007,3,3
19,2007,,2007,3,2.8
20,2007,,2007,3,2.9
22,2007,,2007,3,2.6
23,2007,,2007,3,2.7
24,2007,,2007,3,2.6
26,2007,,2007,3,2.7
30,2007,,2007,3,2.8
36,2007,,2007,3,2.9
37,2007,,2007,3,2.4
38,2007,,2007,3,2.7
41,2007,,2007,3,2.6
42,2007,,2007,3,2.6
47,2007,,2007,3,2.6
48,2007,,2007,3,2.9
52,2007,,2007,3,2.7
54,2007,,2007,3,2.7
56,2007,,2007,3,2.8
59,2007,,2007,3,2.9
60,2007,,2007,3,2.7
61,2007,,2007,3,2.8
65,2007,,2007,3,2.8
82,2007,,2007,3,2.8
88,2007,,2007,3,2.8
89,2007,,2007,3,2.7
90,2007,,2007,3,2.8
91,2007,,2007,3,2.9
92,2007,,2007,3,2.7
93,2007,,2007,3,2.7
94,2007,,2007,3,2.5
95,2007,,2007,3,2.7
96,2007,,2007,3,2.9
97,2007,,2007,3,2.7
98,2007,,2007,3,2.6
99,2007,,2007,3,2.6
100,2007,,2007,3,2.7
3,2008,,2007,3,2.6
4,2008,,2007,3,2.2
7,2008,,2007,3,2.4
8,2008,,2007,3,2.5
9,2008,,2007,3,2.25
10,2008,,2007,3,2.4
11,2008,,2007,3,2.3
14,2008,,2007,3,2.1
15,2008,,2007,3,2.4
16,2008,,2007,3,2.3
18,2008,,2007,3,2.5
19,2008,,2007,3,2.4
20,2008,,2007,3,2.5
22,2008,,2007,3,2
23,2008,,2007,3,2
24,2008,,2007,3,1.9
26,2008,,2007,3,2.1
30,2008,,2007,3,2.6
36,2008,,2007,3,2.7
37,2008,,2007,3,2.3
38,2008,,2007,3,2.3
41,2008,,2007,3,2.3
42,2008,,2007,3,2.5
47,2008,,2007,3,2.2
48,2008,,2007,3,2.6
52,2008,,2007,3,2.2
54,2008,,2007,3,2.3
56,2008,,2007,3,2.3
59,2008,,2007,3,2.4
60,2008,,2007,3,2.4
61,2008,,2007,3,2.3
65,2008,,2007,3,2.6
82,2008,,2007,3,2.3
88,2008,,2007,3,2.4
89,2008,,2007,3,2.4
90,2008,,2007,3,2.1
91,2008,,2007,3,2.8
92,2008,,2007,3,2.5
93,2008,,2007,3,2.4
94,2008,,2007,3,2.3
95,2008,,2007,3,2.4
96,2008,,2007,3,2.3
97,2008,,2007,3,2.5
98,2008,,2007,3,2.2
99,2008,,2007,3,2.1
100,2008,,2007,3,2.4
3,2008,1,2007,3,2.8
4,2008,1,2007,3,2.4
7,2008,1,2007,3,2.5
8,2008,1,2007,3,2.6
9,2008,1,2007,3,2.25
10,2008,1,2007,3,2.45147782610334
11,2008,1,2007,3,2.2
14,2008,1,2007,3,2.3
15,2008,1,2007,3,2.2
16,2008,1,2007,3,2.3
18,2008,1,2007,3,2.75
19,2008,1,2007,3,2.4
20,2008,1,2007,3,2.6
22,2008,1,2007,3,2
23,2008,1,2007,3,2.2
24,2008,1,2007,3,1.9
26,2008,1,2007,3,2.2
30,2008,1,2007,3,2.8
36,2008,1,2007,3,2.5
37,2008,1,2007,3,2.1
38,2008,1,2007,3,2.2
41,2008,1,2007,3,2.2
42,2008,1,2007,3,2.5
47,2008,1,2007,3,2.3
48,2008,1,2007,3,2.6
52,2008,1,2007,3,2.3
54,2008,1,2007,3,1.7
56,2008,1,2007,3,2.3
59,2008,1,2007,3,2.4
60,2008,1,2007,3,2.5
61,2008,1,2007,3,2.4
65,2008,1,2007,3,2.6
82,2008,1,2007,3,2.5
88,2008,1,2007,3,2.5
89,2008,1,2007,3,2.3
90,2008,1,2007,3,2.2
91,2008,1,2007,3,3
92,2008,1,2007,3,2.4
93,2008,1,2007,3,2.4
94,2008,1,2007,3,2.4
95,2008,1,2007,3,2.4
96,2008,1,2007,3,2.4
97,2008,1,2007,3,2.4
98,2008,1,2007,3,2
99,2008,1,2007,3,2.5
100,2008,1,2007,3,2.4
1,2007,,2007,4,2.7
2,2007,,2007,4,2.6
3,2007,,2007,4,2.6
4,2007,,2007,4,2.5
5,2007,,2007,4,2.6
7,2007,,2007,4,2.6
8,2007,,2007,4,2.7
9,2007,,2007,4,2.75
10,2007,,2007,4,2.55291637079727
11,2007,,2007,4,2.5
14,2007,,2007,4,2.6
15,2007,,2007,4,2.5
16,2007,,2007,4,2.7
19,2007,,2007,4,2.5
20,2007,,2007,4,2.6
22,2007,,2007,4,2.6
23,2007,,2007,4,2.6
24,2007,,2007,4,2.5
26,2007,,2007,4,2.3
28,2007,,2007,4,2.6
29,2007,,2007,4,2.6
31,2007,,2007,4,2.4
32,2007,,2007,4,2.6
37,2007,,2007,4,2.4
38,2007,,2007,4,2.4
39,2007,,2007,4,2.6
41,2007,,2007,4,2.5
42,2007,,2007,4,2.6
47,2007,,2007,4,2.6
48,2007,,2007,4,2.6
52,2007,,2007,4,2.6
54,2007,,2007,4,2.4
59,2007,,2007,4,2.6
60,2007,,2007,4,2.6
61,2007,,2007,4,2.6
63,2007,,2007,4,2.5
68,2007,,2007,4,2.6
76,2007,,2007,4,2.50890072991448
80,2007,,2007,4,2.7
82,2007,,2007,4,2.6
85,2007,,2007,4,2.5
89,2007,,2007,4,2.53259714841101
90,2007,,2007,4,2.5
92,2007,,2007,4,2.6
93,2007,,2007,4,2.5
94,2007,,2007,4,2.4
95,2007,,2007,4,2.6
96,2007,,2007,4,2.6
97,2007,,2007,4,2.6
98,2007,,2007,4,2.6
99,2007,,2007,4,2.6
1,2008,,2007,4,2.4
2,2008,,2007,4,2.6
3,2008,,2007,4,2.6
4,2008,,2007,4,2
5,2008,,2007,4,2.2
7,2008,,2007,4,2.6
8,2008,,2007,4,2.2
9,2008,,2007,4,2.25
10,2008,,2007,4,2.12824382373912
11,2008,,2007,4,1.8
14,2008,,2007,4,1.9
15,2008,,2007,4,2.25
16,2008,,2007,4,2
19,2008,,2007,4,1.9
20,2008,,2007,4,2.2
22,2008,,2007,4,1.8
23,2008,,2007,4,1.8
24,2008,,2007,4,1.8
26,2008,,2007,4,1
28,2008,,2007,4,2
29,2008,,2007,4,2.3
31,2008,,2007,4,2.2
32,2008,,2007,4,2.1
37,2008,,2007,4,2.2
38,2008,,2007,4,2
39,2008,,2007,4,2.1
41,2008,,2007,4,2
42,2008,,2007,4,2
47,2008,,2007,4,1.9
48,2008,,2007,4,2.5
52,2008,,2007,4,1.7
54,2008,,2007,4,2
59,2008,,2007,4,2
60,2008,,2007,4,2
61,2008,,2007,4,1.8
63,2008,,2007,4,1.8
68,2008,,2007,4,2.3
76,2008,,2007,4,1.83984722979309
80,2008,,2007,4,2.2
82,2008,,2007,4,1.9
85,2008,,2007,4,2
89,2008,,2007,4,2.0783253707182
90,2008,,2007,4,2
92,2008,,2007,4,2.1
93,2008,,2007,4,2.3
94,2008,,2007,4,1.9
95,2008,,2007,4,2.2
96,2008,,2007,4,2.2
97,2008,,2007,4,2.1
98,2008,,2007,4,2.1
99,2008,,2007,4,2.1
1,2008,2,2007,4,2.5
2,2008,2,2007,4,2.7
3,2008,2,2007,4,2.5
4,2008,2,2007,4,2.1
5,2008,2,2007,4,2.4
7,2008,2,2007,4,2.7
8,2008,2,2007,4,2.3
9,2008,2,2007,4,2.1
10,2008,2,2007,4,2.21834550517161
11,2008,2,2007,4,1.8
14,2008,2,2007,4,1.8
15,2008,2,2007,4,2.3
16,2008,2,2007,4,2.3
19,2008,2,2007,4,1.9
20,2008,2,2007,4,2.3
22,2008,2,2007,4,1.9
23,2008,2,2007,4,1.9
24,2008,2,2007,4,1.8
26,2008,2,2007,4,0.9
28,2008,2,2007,4,2
29,2008,2,2007,4,2.2
31,2008,2,2007,4,2.1
32,2008,2,2007,4,2
37,2008,2,2007,4,2.5
38,2008,2,2007,4,1.8
39,2008,2,2007,4,2.1
41,2008,2,2007,4,2
42,2008,2,2007,4,2.1
47,2008,2,2007,4,2.6
48,2008,2,2007,4,2.7
52,2008,2,2007,4,1.8
54,2008,2,2007,4,1.9
59,2008,2,2007,4,1.7
60,2008,2,2007,4,2.2
61,2008,2,2007,4,1.9
63,2008,2,2007,4,1.7
68,2008,2,2007,4,2.4
76,2008,2,2007,4,1.85278908074438
80,2008,2,2007,4,2.3
82,2008,2,2007,4,1.9
85,2008,2,2007,4,1.9
89,2008,2,2007,4,2.1
90,2008,2,2007,4,2
92,2008,2,2007,4,2.1
93,2008,2,2007,4,2.3
94,2008,2,2007,4,1.9
95,2008,2,2007,4,2.2
96,2008,2,2007,4,2.1
97,2008,2,2007,4,2.6
98,2008,2,2007,4,2.2
99,2008,2,2007,4,2.1
1,2008,,2008,1,2
2,2008,,2008,1,2.3
4,2008,,2008,1,1.8
5,2008,,2008,1,2
7,2008,,2008,1,1.7
14,2008,,2008,1,1.6
15,2008,,2008,1,2
16,2008,,2008,1,1.4
20,2008,,2008,1,1.8
22,2008,,2008,1,1.7
23,2008,,2008,1,1.6
26,2008,,2008,1,1.2
28,2008,,2008,1,1.6
29,2008,,2008,1,2
30,2008,,2008,1,2
31,2008,,2008,1,1.8
32,2008,,2008,1,1.8
33,2008,,2008,1,2.1
36,2008,,2008,1,2.2
38,2008,,2008,1,1.7
39,2008,,2008,1,2
41,2008,,2008,1,1.8
42,2008,,2008,1,1.7
47,2008,,2008,1,1.7
52,2008,,2008,1,1.3
54,2008,,2008,1,1.6
56,2008,,2008,1,1.9
59,2008,,2008,1,1.8
60,2008,,2008,1,2
61,2008,,2008,1,1.7
63,2008,,2008,1,1.6
70,2008,,2008,1,1.8
72,2008,,2008,1,1.9
76,2008,,2008,1,1.45438936120363
82,2008,,2008,1,1.6
88,2008,,2008,1,2.1
89,2008,,2008,1,2.1
90,2008,,2008,1,1.8
93,2008,,2008,1,1.7
94,2008,,2008,1,1.7
95,2008,,2008,1,2
96,2008,,2008,1,1.8
97,2008,,2008,1,1.7
98,2008,,2008,1,1.8
99,2008,,2008,1,1.9
1,2008,3,2008,1,1.7
2,2008,3,2008,1,2.5
4,2008,3,2008,1,1.7
5,2008,3,2008,1,2.2
7,2008,3,2008,1,1.5
14,2008,3,2008,1,1.4
15,2008,3,2008,1,2
16,2008,3,2008,1,2
20,2008,3,2008,1,1.7
22,2008,3,2008,1,1.7
23,2008,3,2008,1,1.4
26,2008,3,2008,1,0.9
28,2008,3,2008,1,1.3
29,2008,3,2008,1,2.1
30,2008,3,2008,1,2
31,2008,3,2008,1,2.2
32,2008,3,2008,1,1.6
33,2008,3,2008,1,2.1
36,2008,3,2008,1,2.1
38,2008,3,2008,1,1.6
39,2008,3,2008,1,2
41,2008,3,2008,1,1.7
42,2008,3,2008,1,1.5
47,2008,3,2008,1,1.5
52,2008,3,2008,1,1.1
54,2008,3,2008,1,1.4
56,2008,3,2008,1,1.8
59,2008,3,2008,1,1.6
60,2008,3,2008,1,1.8
61,2008,3,2008,1,1.5
63,2008,3,2008,1,1.4
70,2008,3,2008,1,1.7
72,2008,3,2008,1,2
76,2008,3,2008,1,1.23829628989289
82,2008,3,2008,1,1.4
88,2008,3,2008,1,2
89,2008,3,2008,1,2
90,2008,3,2008,1,1.7
93,2008,3,2008,1,1.5
94,2008,3,2008,1,1.5
95,2008,3,2008,1,1.9
96,2008,3,2008,1,1.7
97,2008,3,2008,1,1.5
98,2008,3,2008,1,1.6
99,2008,3,2008,1,1.8
1,2009,,2008,1,2.2
2,2009,,2008,1,2.5
4,2009,,2008,1,2.1
5,2009,,2008,1,2.2
7,2009,,2008,1,1.9
14,2009,,2008,1,1.8
15,2009,,2008,1,2.25
16,2009,,2008,1,1.7
20,2009,,2008,1,2
22,2009,,2008,1,1.8
23,2009,,2008,1,1.7
26,2009,,2008,1,2.1
28,2009,,2008,1,2
29,2009,,2008,1,2.1
30,2009,,2008,1,2.1
31,2009,,2008,1,2
32,2009,,2008,1,1.9
33,2009,,2008,1,2
36,2009,,2008,1,2
38,2009,,2008,1,2
39,2009,,2008,1,2.3
41,2009,,2008,1,2
42,2009,,2008,1,2.2
47,2009,,2008,1,1.9
52,2009,,2008,1,1.5
54,2009,,2008,1,2
56,2009,,2008,1,2.1
59,2009,,2008,1,2
60,2009,,2008,1,2.3
61,2009,,2008,1,2
63,2009,,2008,1,2
70,2009,,2008,1,1.8
72,2009,,2008,1,2
76,2009,,2008,1,1.3848397781798
82,2009,,2008,1,1.8
88,2009,,2008,1,2.2
89,2009,,2008,1,2.2
90,2009,,2008,1,1.9
93,2009,,2008,1,2.6
94,2009,,2008,1,2
95,2009,,2008,1,2.1
96,2009,,2008,1,1.9
97,2009,,2008,1,2.6
98,2009,,2008,1,2.2
99,2009,,2008,1,2.1
1,2008,,2008,2,1.8
2,2008,,2008,2,2
4,2008,,2008,2,1.6
7,2008,,2008,2,1.4
8,2008,,2008,2,1.5
10,2008,,2008,2,1.6
14,2008,,2008,2,1.7
15,2008,,2008,2,1.75
16,2008,,2008,2,1.6
22,2008,,2008,2,1.6
23,2008,,2008,2,1.5
24,2008,,2008,2,1.7
26,2008,,2008,2,1.2
28,2008,,2008,2,1.6
29,2008,,2008,2,1.7
30,2008,,2008,2,1.7
32,2008,,2008,2,1.7
33,2008,,2008,2,1.8
37,2008,,2008,2,1.8
38,2008,,2008,2,1.4
39,2008,,2008,2,1.5
41,2008,,2008,2,1.6
42,2008,,2008,2,1.4
47,2008,,2008,2,1.5
48,2008,,2008,2,2
52,2008,,2008,2,1.4
54,2008,,2008,2,1.6
59,2008,,2008,2,1.4
60,2008,,2008,2,1.8
61,2008,,2008,2,1.6
63,2008,,2008,2,1.4
67,2008,,2008,2,2
76,2008,,2008,2,1.4
82,2008,,2008,2,1.4
88,2008,,2008,2,1.6
89,2008,,2008,2,1.5
90,2008,,2008,2,1.6
94,2008,,2008,2,1.2
95,2008,,2008,2,1.6
96,2008,,2008,2,1.3
97,2008,,2008,2,1.6
99,2008,,2008,2,1.6
100,2008,,2008,2,1.9
101,2008,,2008,2,1.6
102,2008,,2008,2,1.3
103,2008,,2008,2,1.8
104,2008,,2008,2,1.4
105,2008,,2008,2,1.6
107,2008,,2008,2,1.4
108,2008,,2008,2,1.2
1,2008,4,2008,2,1.7
2,2008,4,2008,2,2.1
4,2008,4,2008,2,1.5
7,2008,4,2008,2,1
8,2008,4,2008,2,1.3
10,2008,4,2008,2,1.2
14,2008,4,2008,2,1.2
15,2008,4,2008,2,1.75
16,2008,4,2008,2,1.2
22,2008,4,2008,2,1.2
23,2008,4,2008,2,1.2
24,2008,4,2008,2,1.9
26,2008,4,2008,2,0.6
28,2008,4,2008,2,1.4
29,2008,4,2008,2,1.5
30,2008,4,2008,2,1.4
32,2008,4,2008,2,1.4
33,2008,4,2008,2,1.8
37,2008,4,2008,2,1.6
38,2008,4,2008,2,1.1
39,2008,4,2008,2,1.2
41,2008,4,2008,2,1.4
42,2008,4,2008,2,1.2
47,2008,4,2008,2,1.2
48,2008,4,2008,2,1.8
52,2008,4,2008,2,0.9
54,2008,4,2008,2,1.9
59,2008,4,2008,2,1
60,2008,4,2008,2,1.8
61,2008,4,2008,2,1.4
63,2008,4,2008,2,1.1
67,2008,4,2008,2,2.2
76,2008,4,2008,2,1.1
82,2008,4,2008,2,1.1
88,2008,4,2008,2,1.4
89,2008,4,2008,2,1.4
90,2008,4,2008,2,1.2
94,2008,4,2008,2,0.9
95,2008,4,2008,2,1.4
96,2008,4,2008,2,0.8
97,2008,4,2008,2,1.4
99,2008,4,2008,2,1.7
100,2008,4,2008,2,1.9
101,2008,4,2008,2,1.4
102,2008,4,2008,2,0.8
103,2008,4,2008,2,1.8
104,2008,4,2008,2,1.3
105,2008,4,2008,2,1
107,2008,4,2008,2,1.2
108,2008,4,2008,2,1.1
1,2009,,2008,2,2.1
2,2009,,2008,2,2.4
4,2009,,2008,2,1.3
7,2009,,2008,2,1.4
8,2009,,2008,2,1.4
10,2009,,2008,2,1.375
14,2009,,2008,2,1.3
15,2009,,2008,2,2
16,2009,,2008,2,1.5
22,2009,,2008,2,1.4
23,2009,,2008,2,1.4
24,2009,,2008,2,1.7
26,2009,,2008,2,0.8
28,2009,,2008,2,1.9
29,2009,,2008,2,1.9
30,2009,,2008,2,1.6
32,2009,,2008,2,1.5
33,2009,,2008,2,1.8
37,2009,,2008,2,1.5
38,2009,,2008,2,1.5
39,2009,,2008,2,1.6
41,2009,,2008,2,1.7
42,2009,,2008,2,1.5
47,2009,,2008,2,1.5
48,2009,,2008,2,2.2
52,2009,,2008,2,1.3
54,2009,,2008,2,2
59,2009,,2008,2,1.7
60,2009,,2008,2,2.3
61,2009,,2008,2,1.8
63,2009,,2008,2,1.6
67,2009,,2008,2,2.7
76,2009,,2008,2,1.3
82,2009,,2008,2,1.3
88,2009,,2008,2,1.7
89,2009,,2008,2,1.4
90,2009,,2008,2,1.2
94,2009,,2008,2,1.3
95,2009,,2008,2,1.8
96,2009,,2008,2,1.4
97,2009,,2008,2,2.2
99,2009,,2008,2,1.9
100,2009,,2008,2,2.1
101,2009,,2008,2,1.5
102,2009,,2008,2,1.1
103,2009,,2008,2,2
104,2009,,2008,2,1.5
105,2009,,2008,2,1.5
107,2009,,2008,2,1.7
108,2009,,2008,2,1.3
5,2008,,2008,3,1.5
7,2008,,2008,3,1.5
8,2008,,2008,3,1.6
10,2008,,2008,3,1.8
14,2008,,2008,3,1.7
15,2008,,2008,3,1.75
16,2008,,2008,3,1.7
19,2008,,2008,3,1.6
20,2008,,2008,3,1.7
23,2008,,2008,3,1.7
24,2008,,2008,3,1.5
26,2008,,2008,3,1.3
28,2008,,2008,3,1.7
29,2008,,2008,3,1.4
31,2008,,2008,3,2
32,2008,,2008,3,1.7
33,2008,,2008,3,1.9
37,2008,,2008,3,1.9
38,2008,,2008,3,1.7
42,2008,,2008,3,1.5
47,2008,,2008,3,1.6
48,2008,,2008,3,2
52,2008,,2008,3,1.7
54,2008,,2008,3,1.6
56,2008,,2008,3,1.8
58,2008,,2008,3,1.7
59,2008,,2008,3,1.3
60,2008,,2008,3,1.6
61,2008,,2008,3,1.8
63,2008,,2008,3,1.6
70,2008,,2008,3,1.4
72,2008,,2008,3,1.6
76,2008,,2008,3,1.4
82,2008,,2008,3,1.7
88,2008,,2008,3,1.5
89,2008,,2008,3,1.7
90,2008,,2008,3,1.5
94,2008,,2008,3,1.3
95,2008,,2008,3,1.7
96,2008,,2008,3,1.4
97,2008,,2008,3,1.6
98,2008,,2008,3,1.6
100,2008,,2008,3,1.8
101,2008,,2008,3,1.7
102,2008,,2008,3,1.1
103,2008,,2008,3,1.7
104,2008,,2008,3,1.7
107,2008,,2008,3,1.70921259569419
108,2008,,2008,3,1.4
5,2009,,2008,3,1.3
7,2009,,2008,3,1.1
8,2009,,2008,3,1
10,2009,,2008,3,1.5
14,2009,,2008,3,1.1
15,2009,,2008,3,1.4
16,2009,,2008,3,1.1
19,2009,,2008,3,1.5
20,2009,,2008,3,1
23,2009,,2008,3,1.1
24,2009,,2008,3,1.1
26,2009,,2008,3,0.8
28,2009,,2008,3,1.6
29,2009,,2008,3,1.5
31,2009,,2008,3,1.2
32,2009,,2008,3,1.3
33,2009,,2008,3,1.5
37,2009,,2008,3,1.2
38,2009,,2008,3,1.2
42,2009,,2008,3,1.1
47,2009,,2008,3,1
48,2009,,2008,3,2.2
52,2009,,2008,3,1.1
54,2009,,2008,3,1.3
56,2009,,2008,3,1.4
58,2009,,2008,3,1.3
59,2009,,2008,3,1.1
60,2009,,2008,3,1.3
61,2009,,2008,3,1.5
63,2009,,2008,3,1
70,2009,,2008,3,1.1
72,2009,,2008,3,1.2
76,2009,,2008,3,0.8
82,2009,,2008,3,1
88,2009,,2008,3,1.1
89,2009,,2008,3,1.4
90,2009,,2008,3,0.8
94,2009,,2008,3,0.9
95,2009,,2008,3,1.5
96,2009,,2008,3,1
97,2009,,2008,3,1.1
98,2009,,2008,3,1.8
100,2009,,2008,3,1.8
101,2009,,2008,3,1.3
102,2009,,2008,3,0.4
103,2009,,2008,3,1.5
104,2009,,2008,3,1.6
107,2009,,2008,3,1.34178889134419
108,2009,,2008,3,1.4
5,2009,1,2008,3,1.4
7,2009,1,2008,3,0.5
8,2009,1,2008,3,0.7
10,2009,1,2008,3,1.1
14,2009,1,2008,3,0.8
15,2009,1,2008,3,1.2
16,2009,1,2008,3,0.8
19,2009,1,2008,3,0.9
20,2009,1,2008,3,0.7
23,2009,1,2008,3,0.9
24,2009,1,2008,3,0.7
26,2009,1,2008,3,0.1
28,2009,1,2008,3,1.1
29,2009,1,2008,3,1.4
31,2009,1,2008,3,1
32,2009,1,2008,3,1
33,2009,1,2008,3,1.6
37,2009,1,2008,3,1.4
38,2009,1,2008,3,0.8
42,2009,1,2008,3,0.8
47,2009,1,2008,3,0.6
48,2009,1,2008,3,2.2
52,2009,1,2008,3,0.7
54,2009,1,2008,3,0.7
56,2009,1,2008,3,1.1
58,2009,1,2008,3,1
59,2009,1,2008,3,0.3
60,2009,1,2008,3,0.7
61,2009,1,2008,3,1.2
63,2009,1,2008,3,0.5
70,2009,1,2008,3,0.9
72,2009,1,2008,3,1.2
76,2009,1,2008,3,0.5
82,2009,1,2008,3,0.8
88,2009,1,2008,3,0.7
89,2009,1,2008,3,1.3
90,2009,1,2008,3,0.5
94,2009,1,2008,3,0.2
95,2009,1,2008,3,1.1
96,2009,1,2008,3,0.4
97,2009,1,2008,3,0.6
98,2009,1,2008,3,1.1
100,2009,1,2008,3,1.4
101,2009,1,2008,3,0.9
102,2009,1,2008,3,-0.4
103,2009,1,2008,3,1
104,2009,1,2008,3,1.3
107,2009,1,2008,3,0.887255536225127
108,2009,1,2008,3,0.5
1,2008,,2008,4,1.5
2,2008,,2008,4,1.2
4,2008,,2008,4,1.1
5,2008,,2008,4,1.5
7,2008,,2008,4,1.2
8,2008,,2008,4,1.2
10,2008,,2008,4,1.20733790116641
14,2008,,2008,4,1.2
15,2008,,2008,4,1.5
16,2008,,2008,4,1.3
19,2008,,2008,4,1.2
20,2008,,2008,4,1.3
22,2008,,2008,4,1.2
23,2008,,2008,4,1.1
24,2008,,2008,4,1.1
26,2008,,2008,4,1.2
29,2008,,2008,4,1.2
31,2008,,2008,4,1.7
32,2008,,2008,4,1.2
36,2008,,2008,4,1.7
38,2008,,2008,4,1
39,2008,,2008,4,1.1
41,2008,,2008,4,1.3
42,2008,,2008,4,1.1
47,2008,,2008,4,1.1
48,2008,,2008,4,1.1
52,2008,,2008,4,1.1
54,2008,,2008,4,1.2
56,2008,,2008,4,1.1
58,2008,,2008,4,1.1
59,2008,,2008,4,1
60,2008,,2008,4,1.2
68,2008,,2008,4,1.5
70,2008,,2008,4,1.2
72,2008,,2008,4,1.3
82,2008,,2008,4,1.1
88,2008,,2008,4,1.2
89,2008,,2008,4,1.1
90,2008,,2008,4,1.1
93,2008,,2008,4,1.1
94,2008,,2008,4,1.1
95,2008,,2008,4,1.1
96,2008,,2008,4,1.1
98,2008,,2008,4,0.9
100,2008,,2008,4,1.2
103,2008,,2008,4,1.2
104,2008,,2008,4,1.1
107,2008,,2008,4,1.20171556804832
108,2008,,2008,4,1.08
1,2009,,2008,4,0.2
2,2009,,2008,4,0.3
4,2009,,2008,4,0.2
5,2009,,2008,4,0.4
7,2009,,2008,4,-0.4
8,2009,,2008,4,0.3
10,2009,,2008,4,0.33
14,2009,,2008,4,0
15,2009,,2008,4,1
16,2009,,2008,4,0.2
19,2009,,2008,4,0.3
20,2009,,2008,4,0
22,2009,,2008,4,0
23,2009,,2008,4,0
24,2009,,2008,4,0.2
26,2009,,2008,4,0.5
29,2009,,2008,4,0.8
31,2009,,2008,4,0.2
32,2009,,2008,4,0
36,2009,,2008,4,0.5
38,2009,,2008,4,-0.2
39,2009,,2008,4,0.6
41,2009,,2008,4,0.4
42,2009,,2008,4,-0.2
47,2009,,2008,4,0.4
48,2009,,2008,4,0.8
52,2009,,2008,4,-0.3
54,2009,,2008,4,-0.3
56,2009,,2008,4,0.5
58,2009,,2008,4,0.1
59,2009,,2008,4,0.1
60,2009,,2008,4,0.2
68,2009,,2008,4,1.1
70,2009,,2008,4,0.3
72,2009,,2008,4,0.2
82,2009,,2008,4,0.4
88,2009,,2008,4,0.2
89,2009,,2008,4,0.2
90,2009,,2008,4,0.1
93,2009,,2008,4,0.7
94,2009,,2008,4,-1
95,2009,,2008,4,0.1
96,2009,,2008,4,-0.1
98,2009,,2008,4,0.3
100,2009,,2008,4,0.7
103,2009,,2008,4,0.7
